taxon,level,source,description,desc_len
Hedylidae,family,artfakta.se,,0
Nolidae,family,butterfliesandmoths.org,"The Nolidae are members of the superfamily Noctuoidea. They are mostly small, dull colored moths with tufts of raised scales on the forewing.",141
Nolidae,family,wikipedia.org,"Nolidae is a family of moths with about 1,700 described species worldwide. They are mostly small with dull coloration, the main distinguishing feature being a silk cocoon with a vertical exit slit. The group is sometimes known as tuft moths, after the tufts of raised scales on the forewings of two subfamilies, Nolinae and Collomeninae. The larvae also tend to have muted colors and tufts of short hairs.
Formerly, this group was included in the Noctuidae.


== Subfamilies ==
Chloephorinae
Collomeninae
Eligminae
Nolinae
Risobinae


=== Monotypic subfamilies ===
Afridinae – Afrida
Bleninae – Blenina
Diphtherinae – Diphthera (monotypic genus)
Eariadinae – Earias
Westermanniinae – Westermannia


=== Genera incertae sedis ===
The following genera have yet to be assigned to a subfamily:


== References ==


== Bibliography ==
Chinery, Michael (1991). Collins Guide to the Insects of Britain and Western Europe.
Skinner, Bernard (1984). The Colour Identification Guide to Moths of the British Isles.


== External links ==
Images of Nolidae species in New Zealand
 Data related to Nolidae at Wikispecies
 Media related to Nolidae at Wikimedia Commons",1153
Nolidae,family,artfakta.se,"Familjen omfattar små arter som är mycket olika till utseendet. Flera arter ser ut som små nattflyn eller vecklare och är tecknade i olika grå färger medan andra, särskilt bland de tropiska arterna, har klara, gula eller gröna färger. Det är en artrik familj där arterna har utvecklad hörselförmåga, och några grupper kan även åstadkomma ljud.",343
Geometridae,family,butterfliesandmoths.org,"The Geometer Moths are the second largest family of moths in North America. This family includes many serious agricultural and forest pests. These moths are small to medium in size, with slender bodies and broad wings. On average, the wingspan of these moths is 1-6 cm, though the females of some species lack wings entirely. Larvae are usually twiglike and lack the first 2-3 pairs of prolegs. They move by extending the front of the body as far forward as possible, then bringing the rear of the body up to meet it; this is how they have gotten the name ""inchworm"" or ""measuringworm."" Larvae usually feed externally on leaves and pupate in loose cocoons in leaf litter or soil.",679
Geometridae,family,wikipedia.org,"The geometer moths are moths belonging to the family Geometridae of the insect order Lepidoptera, the moths and butterflies. Their scientific name derives from the Ancient Greek geo γεω (derivative form of γῆ or γαῖα ""the earth""), and metron μέτρον ""measure"" in reference to the way their larvae, or inchworms, appear to measure the earth as they move along in a looping fashion. Geometridae is a very large family, containing around 23,000 described species; over 1400 species from six subfamilies are indigenous to North America alone. A well-known member is the peppered moth, Biston betularia, which has been the subject of numerous studies in population genetics. Several other geometer moths are notorious pests.


== Caterpillars ==
The name ""Geometridae"" ultimately derives from Latin geometra from Greek γεωμέτρης (""geometer"", ""earth-measurer""). This refers to the means of locomotion of the larvae or caterpillars, which lack the full complement of prolegs seen in other caterpillars, with only two or three pairs at the posterior end instead of the usual five pairs. Equipped with appendages at both ends of the body, a caterpillar clasps with its front legs and draws up the hind end, then clasps with the hind end (prolegs) and reaches out for a new front attachment, creating the impression that it measures its journey. The caterpillars are accordingly called ""loopers"", ""spanworms"", or ""inchworms"" after their characteristic looping gait. The cabbage looper and soybean looper are not inchworms but caterpillars of a different family. In many species of geometer moths, the inchworms are about 25 mm (1.0 in) long. They tend to be green, grey, or brownish and hide from predators by fading into the background or resembling twigs. When disturbed, many inchworms stand erect and motionless on their prolegs, further increasing this resemblance. Some have humps or filaments, or cover themselves in plant material. They are gregarious and are generally smooth. Some eat lichen, flowers, or pollen, while some, such as the Hawaiian species of the genus Eupithecia, are carnivorous. Certain destructive inchworm species are referred to as ""cankerworms"".
In 2019, the first geometrid caterpillar in Baltic amber was discovered by German scientists. Described under Eogeometer vadens, it measured about 5 mm (0.20 in) and was estimated to be 44 million years old, dating back to the Eocene epoch. It was described as the earliest evidence for the subfamily of Ennominae, particularly the tribe Boarmiini.

		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		


== Adults ==
Many geometrids have slender abdomens and broad wings which are usually held flat with the hindwings visible. As such, they appear rather butterfly-like, but in most respects they are typical moths. The majority fly at night. They possess a frenulum to link the wings, and the antennae of the males are often feathered. They tend to blend into the background, often with intricate, wavy patterns on their wings. In some species, females have reduced wings (e.g. winter moth and fall cankerworm). Most are of moderate size, about 3 cm (1.2 in) in wingspan, but a range of sizes occur, from 10–50 mm (0.39–1.97 in), and a few (e.g., Dysphania species) reach an even larger size. They have distinctive paired tympanal organs at the base of the abdomen (these are absent in flightless females).

		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		


== Systematics ==

The placement of the example species follows a 1990 systematic treatment; it may be outdated. Subfamilies are tentatively sorted in a phylogenetic sequence, from the most basal to the most advanced. Traditionally, the Archiearinae were held to be the most ancient of the geometer moth lineages, as their caterpillars have well-developed prolegs. However, it now seems that the Larentiinae are actually older, as indicated by their numerous plesiomorphies and DNA sequence data. They are either an extremely basal lineage of the Geometridae – together with the Sterrhinae – or might even be considered a separate family of Geometroidea. As regards the Archiearinae, some species that were traditionally placed therein actually seem to belong to other subfamilies; altogether it seems that in a few cases, the prolegs which were originally lost in the ancestral geometer moths re-evolved as an atavism.
Larentiinae – about 5,800 species, includes the pug moths, mostly temperate, might be a distinct family.
Sterrhinae – about 2,800 species, mostly tropical, might belong to same family as the Larentiinae.

Birch mocha, Cyclophora albipunctata
False mocha, Cyclophora porata
Maiden's blush, Cyclophora punctaria
Riband wave, Idaea aversata
Small fan-footed wave, Idaea biselata
Single-dotted wave, Idaea dimidiata
Small scallop, Idaea emarginata
Idaea filicata
Dwarf cream wave, Idaea fuscovenosa
Rusty wave, Idaea inquinata
Purple-bordered gold, Idaea muricata
Bright wave, Idaea ochrata
Least carpet, Idaea rusticata
Small dusty wave, Idaea seriata
Purple-barred yellow, Lythria cruentaria (formerly in Larentiinae)
Vestal, Rhodometra sacraria
Common pink-barred, Rhodostrophia vibicaria
Middle lace border, Scopula decorata
Cream wave, Scopula floslactata
Small blood-vein, Scopula imitaria
Lewes wave, Scopula immorata
Lesser cream wave, Scopula immutata
Mullein wave, Scopula marginepunctata
Zachera moth, Chiasmia defixaria
Blood-vein, Timandra comae
Eastern blood-vein, Timandra griseata
Desmobathrinae – pantropical
Geometrinae – emerald moths, about 2,300 named species, most tropical
Archiearinae – twelve species; holarctic, southern Andes and Tasmania, though the latter some seem to belong to the Ennominae, larvae have all the prolegs but most are reduced.

Infant, Archiearis infans (Möschler, 1862)
Scarce infant, Leucobrephos brephoides (Walker, 1857)
Oenochrominae – in some treatments used as a ""wastebin taxon"" for genera that are difficult to place in other groups
Alsophilinae – a few genera, defoliators of trees, might belong in the Ennominae, tribe Boarmiini

March moth, Alsophila aescularia
Fall cankerworm, Alsophila pometaria
Ennominae – about 9,700 species, including some defoliating pests, global distribution

†Eogeometer vadens
Geometridae genera incertae sedis include:

Dichromodes
Homoeoctenia
Nearcha

Fossil Geometridae taxa include:

†Eogeometer Fischer, Michalski & Hausmann, 2019
†Hydriomena? protrita Cockerell, 1922 (Priabonian, Florissant Formation, Colorado)
†Geometridites Clark et al., 1971


== References ==


== Further reading ==
Hausmann, A. (2001). The Geometrid Moths of Europe. Vol. 1: Introduction. Archiearinae, Orthostixinae, Desmobathrinae, Alsophilinae, Geometrinae -- v. 4. Larentiinae II (Perizomini and Eupitheciini). Apollo Books.
Minet, J.; Scoble, M. J. (1999). ""17: The Drepanoid / Geometroid Assemblage"". In Kristensen, N. P. (ed.). Handbuch der Zoologie. Eine Naturgeschichte der Stämme des Tierreiches / Handbook of Zoology. A Natural History of the phyla of the Animal Kingdom. Vol. 4: Arthropoda: Insecta. Part 35: Lepidoptera, Moths and Butterflies. Vol. 1: Evolution, Systematics, and Biogeography. Berlin & New York: Walter de Gruyter.
Scoble, M. J., ed. (1999), Geometrid Moths of the World: A Catalogue, CSIRO Publishing, ISBN 0-643-06304-8


== External links ==
""Family Geometridae"" at Insecta.pro
Anacamptodes pergracilis, cypress looper on the University of Florida / Institute of Food and Agricultural Sciences Featured Creatures website
Geometridae species in New Zealand Archived 2015-11-07 at the Wayback Machine
Geometridae species in Portugal",7613
Geometridae,family,artfakta.se,,0
NotAvail,family,butterfliesandmoths.org,,0
NotAvail,family,wikipedia.org,,0
NotAvail,family,artfakta.se,,0
Glyphipterigidae,family,butterfliesandmoths.org,"The Glyphipterigidae (Sedge Moths) are a small group of moths represented by 36 species in North America. Adults are diurnal and can be found visiting flowers during the day. These are small moths that frequently have metallic crescent markings along the costa and inner margin of the forewings. Larvae bore into the stems of sedges, rushes, and grasses, and this behavior gives the group its name.",398
Glyphipterigidae,family,wikipedia.org,Family description,18
Glyphipterigidae,family,artfakta.se,"Familjen gnuggmalar omfattar närmare 400 arter fördelade på två underfamiljer och drygt 20 släkten, varav Glyphipterix är det största. Familjen finns representerad i hela världen med undantag för de arktiska områdena.",217
Gracillariidae,family,butterfliesandmoths.org,"Members of the Family Gracillariidae are small to tiny in size, with a wingspan of 0.4-2 cm. They are usually colorful, with long fringes on the forewing and hindwing. These moths have long antennae and lancelike wings. When resting, adult moths often elevate the front of their body, pushing the tips of their folded wings against the surface on which they are resting. Larvae typically form blotch mines in leaves and pupate in these mines.",442
Gracillariidae,family,wikipedia.org,"Gracillariidae is an important family of insects in the order Lepidoptera and the principal family of leaf miners that includes several economic, horticultural or recently invasive pest species such as the horse-chestnut leaf miner, Cameraria ohridella.


== Taxonomy and systematics ==
There are 98 described genera of Gracillariidae (see below). A complete checklist is available of all currently recognised species. There are many undescribed species in the tropics but there is also an online catalogue of Afrotropical described species; the South African fauna is quite well known. Although Japanese and Russian authors have recognised additional subfamilies, there are three currently recognised subfamilies, Phyllocnistinae of which is likely to be basal. In this subfamily, the primitive genus Prophyllocnistis from Chile feeds on the plant genus Drimys (Winteraceae), and has leaf mines structurally similar in structure to fossils (see ""Fossils""). While there have been some recent DNA sequence-based studies of Palaearctic species there is need for a satisfactory modern global phylogenetic framework for the subfamilies of Gracillariidae. Some genera are very large, e.g. Acrocercops, Caloptilia, Cameraria, Epicephala and Phyllonorycter.


== Distribution ==
Gracillariidae occur in all terrestrial regions of the world except Antarctica.


== Identification ==
These generally small (wingspan 5–20 mm) moths are leaf miners as caterpillars, which can provide a useful means of identification, especially if the hostplant is known. The subfamilies differ by the adult moth resting posture (Davis and Robinson, 1999). Most Gracillariinae rest with the front of the body steeply raised; Lithocolletinae and Phyllocnistinae rest with the body parallel to the surface; in Lithocolletinae often with the head lowered.
Some additional features can be seen under close examination. The antennal flagellomeres of adults have two rows of scales: a basal row with large scales covering an apical row with smaller scales. The male genitalia has only four pair of muscles and lacks a gnathos. The female ovipositor is short and laterally flattened.


== Life history ==
Most larval Gracillariidae undergo hypermetamorphosis, meaning there is a major change within the larval stage. Early instars have a flattened head and body, modified mandibles, and lack functional spinnerets or legs; these feed on sap. Later instars are cylindrical with round heads, and have chewing mouthparts, legs and functional spinnerets; these feed on plant tissue. Some species additionally have a spinning instar that does not feed, and others have a non-feeding instar before this spinning instar.
The Brazilian Spinivalva gaucha is an exception to this trend, lacking a sap-feeding stage.
Gracillariidae have various lifestyles. Some larvae mine leaves while others instead roll leaves, and there are also larvae which mine other plant parts or form galls.


== Larval hostplants ==
Many host plants are known, generally dicotyledonous trees or shrubs. Patterns of hostplant shifting have been inferred for many United Kingdom species in the genus Phyllonorycter and its sister genus Cameraria. A recent DNA sequencing study mainly of Palaearctic species has shown that the burst of evolutionary adaptive radiation occurred long after that of the larval hostplants, rather than demonstrating a tight coevolutionary process.


== Fossils ==
The family is an old one, with fossil Phyllocnistinae mines known from 97-million-year-old rocks in Kansas and Nebraska. There are other fossil mines known from rocks of Eocene and Miocene age. There are also two adult moths known from Lithuanian or Baltic amber of Eocene age: Gracillariites lithuanicus Kozlov, 1987 and G. mixtus Kozlov, 1987.


== Subfamilies and genera ==

Gracillariidae phylogeny has been revised in 2017 and is now containing eight subfamilies:

Acrocercopinae Kawahara & Ohshima, 2016
Callicercopinae Li, Ohshima & Kawahara, 2022
Gracillariinae Stainton, 1854
Lithocolletinae Stainton, 1854
Marmarinae Kawahara & Ohshima, 2016
Oecophyllembiinae Réal & Balachowsky, 1966
Ornixolinae Kuznetzov & Baryshnikova, 2001
Parornichinae Kawahara & Ohshima, 2016
Phyllocnistinae Herrich-Schäffer, 1857
Unplaced species

""Ornix"" blandella Müller-Rutz, 1920, this species was described from Switzerland. Larvae were recorded feeding on Salix. The present taxonomic status is unknown.
""Gracilaria"" confectella Walker, 1864
""Gracilaria"" delicatulella Walker, 1864
""Phyllonorycter"" fennicella Hering, 1924, this species was described from Finland. The larval hostplant is probably a Salix species. The present taxonomic status is unknown, but is probably a junior subjective synonym of Lithocolletis viminetorum or Lithocolletis salictella.
""Lithocolletis"" graeseriella Sorhagen, 1900, see Phyllonorycter
""Lithocolletis"" italica Herrich-Schäffer, 1855, this species was described from Italy. The present taxonomic status is unknown.
""Ornix"" jyngipennella Heydenreich, 1851, nomen nudum.
""Lithocolletis"" lativitella Sorhagen, 1900, this species was described from Germany. Larvae were recorded feeding on Sorbus aria and Pyrus scandinavica. The present taxonomic status is unknown. It might be a synonym of Tinea lantanella Schrank, 1802.
""Lithocolletis"" norvegicella Strand, 1919, this species was described from Norway. The present taxonomic status is unknown.
""Gracillaria"" pistaciella Rondani, 1876, this species was described from Italy. Larvae were recorded feeding on Pistacia terebinthus.
""Ornix"" quercella Müller-Rutz, 1934, this species was described from Switzerland. Larvae were probably bred from a mine on a Quercus species. The present taxonomic status is unknown.
""Phyllonorycter"" sessilifoliella Hering, 1957, this species was recorded from southern France, where it was said to have been reared on a Quercus species. nomen nudum


== References ==

Davis, D.R, and Robinson, G.S. (1999). The Tineoidea and Gracillarioidea. In: Kristensen, N.P. (ed.), Lepidoptera, Moths and Butterflies, 1: Evolution, Systematics, and Biogeography. Handbuch der Zoologie 4 (35): 91-117. Walter de Gruyter. Berlin, New York.


== External links ==

Tree of Life
Natural History Museum hosts database
Natural History Museum Lepidoptera genus database
Afrotropical Checklist Archived 2007-02-05 at the Wayback Machine
Global Taxonomic Database of Gracillariidae (Lepidoptera)
Fauna Europaea Gracillariidae
Fauna Europaea : Experts Archived 2012-02-05 at the Wayback Machine
Caloptilia azaleella, azalea leafminer on the UF / IFAS Featured Creatures Web site
Marmara gulosa, citrus peelminer on the UF / IFAS Featured Creatures Web site",6664
Gracillariidae,family,artfakta.se,"Familjen Gracillariidae omfattar tre underfamiljer och 98 släkten med sammanlagt drygt 1 800 arter spridda över samtliga kontinenter utom Antarktis. I Europa finns drygt 215 kända arter, varav 106 är funna i Norden.
Styltmalar är små till medelstora fjärilar, och de är i allmänhet smalvingade eller till och med mycket smalvingade. Många arter har en typisk sittställning genom att de håller främre delen av kroppen lyft från underlaget med frambenen som ”styltor”. Arterna i underfamiljen Lithocolletinae har i de flesta fall starkt glänsande framvingar med orange grundfärg, och de kallas därför för guldmalar.",613
Sphingidae,family,butterfliesandmoths.org,"The Sphingidae belong to the Superfamily Sphingoidea. Members of this family are commonly called ""hummingbird,"" ""sphinx,"" or ""hawk"" moths, and some can be mistaken for hummingbirds. Most are medium to large moths, with heavy bodies; wingspread reaches 5 inches or more in some species. The Sphingidae are strong and fast fliers, with a rapid wingbeat. Most species in the group are active at dusk, and most feed much like hummingbirds, hovering in front of a flower and sipping nectar through the extended proboscis. The proboscis rolls up when not in use. Some species lack scales on large portions of their wings, resulting in transparent or clear wings. In most species, the larval stage is called a ""hornworm"" because the caterpillar's posterior end has a harmless hook or hornlike appendage protruding upward. Unfortunately, the caterpillar of some species can be very destructive to agricultural crops and ornamental plantings.",933
Sphingidae,family,wikipedia.org,"Sphingid's antennae are generally not very feathery, even in males. They lack tympanal organs, but members of the group Choerocampini have hearing organs on their heads. They have a frenulum and retinaculum to join hindwings and forewings. The thorax, abdomen, and wings are densely covered in scales. Some sphingids have a rudimentary proboscis, but most have a very long one, which is used to feed on nectar from flowers. Most are crepuscular or nocturnal, but some species fly during the day. Both males and females are relatively long-lived (10 to 30 days). Prior to flight, most species shiver their flight muscles to warm them up, and, during flight, body temperatures may surpass 40 °C (104 °F).
In some species, differences in form between the sexes is quite marked. For example, in the African species Agrius convolvuli (the convolvulus or morning glory hawk-moth), males have thicker antennae and more mottled wing markings than females. Only males have both an undivided frenular hook and a retinaculum. Only males have a partial comb of hairs along with their antennae. Females attract males with pheromones. The male may douse the female with a pheromone before mating.",1182
Sphingidae,family,artfakta.se,"Svärmarna är en ganska artrik familj som omfattar medelstora till mycket stora arter. De har oftast smala vingar och är mycket skickliga flygare. Vissa arter har en välutvecklad sugsnabel och hovrar som kolibrier framför blommorna, medan andra har tillbakabildad sugsnabel och suger ingen nektar. Flera svärmare är återkommande långdistansmigranter.",349
Tineidae,family,butterfliesandmoths.org,"The Tineidae are a fairly large family of the Superfamily Tineoidea. These are small to medium-sized moths with wingspans of 0.7-3.6 cm. Adults of most species are dark in color, and most have very rough head scales. Some are important pest species, and these are typically pale, with or without markings. These moths typically have wings that are broadly lancelike and somewhat rounded at the tips. In most genera, the venation is complete. Larvae eat a variety of food including dead plant and animal matter, fungi, wool, and similar materials. Most larvae form cases similar to those of casebearers. Acrolophus species feed on roots of grasses and form silken tunnels among them.",682
Tineidae,family,wikipedia.org,"Tineidae is a family of moths in the order Lepidoptera described by Pierre André Latreille in 1810. Collectively, they are known as fungus moths or tineid moths. The family contains considerably more than 3,000 species in more than 300 genera. Most of the tineid moths are small or medium-sized, with wings held roofwise over the body when at rest. They are particularly common in the Palaearctic, but many occur elsewhere, and some are found very widely as introduced species.
Tineids are unusual among Lepidoptera as the larvae of only a very small number of species feed on living plants, the majority feeding on fungi, lichens, and detritus. The most familiar members of the family are the clothes moths, which have adapted to feeding on stored fabrics and led to their reputation as a household pest. The most widespread of such species are the common clothes moth (Tineola bisselliella), the case-bearing clothes moth (Tinea pellionella), and the carpet moth (Trichophaga tapetzella); the brown-dotted clothes moth (Niditinea fuscella) despite its name, preferentially feeds on feathers in bird nests.
One remarkable genus is Ceratophaga, whose members feed exclusively on pure keratin in the form of the horns and hooves of dead mammals and even the shells of dead tortoises.


== Systematics ==


=== Subfamilies and notable genera ===
Some species also are listed; for others see genus accounts.

Meessiinae

Myrmecozelinae

Tineinae


=== Genera incertae sedis ===
These fungus moths have not been assigned to a subfamily with a reasonable amount of certainty:


== Fossil record ==
†Architinea Rebel, 1934
†Architinea balticella Rebel, 1934
†Architinea sepositella Rebel, 1934
†Dysmasiites Kusnezov, 1941
†Dysmasiites carpenteri Kusnezov, 1941
†Electromeessia Kozlov, 1987
†Electromeessia zagulijaevi Kozlov, 1987 (Baltic region, Eocene Amber)
†Glessoscardia Kusnezov, 1941
†Glessoscardia gerasimovi Kusnezov, 1941
†Martynea Kusnezov, 1941
†Martynea rebeli Kusnezov, 1941
†Monopibaltia Skalski, 1974
†Monopibaltia ignitella Skalski, 1974 (Baltic region, Eocene Amber)
†Palaeoinfurcitinea Kozlov, 1987
†Palaeoinfurcitinea rohdendorfi Kozlov, 1987 (Russia, Eocene Amber)
†Palaeoscardiites Kusnezov, 1941
†Palaeoscardiites mordvilkoi Kusnezov, 1941
†Palaeotinea Kozlov, 1987
†Palaeotinea rasnitsyni Kozlov, 1987
†Paratriaxomasia Jarzembowski, 1980
†Paratriaxomasia solentensis Jarzembowski, 1980
†Proscardiites Kusnezov, 1941
†Proscardiites martynovi Kusnezov, 1941
†Pseudocephitinea Kozlov, 1987
†Pseudocephitinea svetlanae Kozlov, 1987 (Russia, Eocene Amber)
†Scardiites Kusnezov, 1941
†Scardiites meyricki Kusnezov, 1941
†Simulotenia Skalski, 1977
†Simulotenia intermedia Skalski, 1977
†Tillyardinea Kusnezov, 1941
†Tillyardinea eocaenica Kusnezov, 1941
Tinea Linnaeus, 1758
†Tinea antique Rebel, 1822
†Tineitella T. B. Fletcher, 1940
†Tineitella crystalli Kawall, 1876 (originally in Tineites)
†Tineitella sucinacius Kozlov, 1987 (originally in Tineites)
†Tineolamima Rebel, 1934
†Tineolamima aurella Rebel, 1934
†Tineosemopsis Skalski, 1974
†Tineosemopsis decurtatus Skalski, 1974


== References ==

Darby, Gene (1958). What is a Butterfly. Chicago: Benefic Press. p. 43.
Global Taxonomic Database of Tineidae
Common Clothes Moth
A Caterpillar that Eats Tortoise Shells
Tineid of Korea(closed, 2005~2019.12.23)
Fauna Europaea


== Further reading ==
Key works
Dugdale, J.S., 1988. Lepidoptera - annotated catalogue and keys of family-group taxa. Fauna of New Zealand, 14: 1–262.
Gaedike, R. 1983. Zur Kenntnis der paläarktischen Tineiden Die Gattung Infurcitinea Spuler, 1910 (Lepidoptera). Entomologische Abhandlungen, Staatliches Museum für Tierkunde, Dresden, 46: 121–150.
Gaedike, R. 1985. Beitrag zur Kenntnis der paläarktischen Tineiden: Gattung Obesoceras Petersen, 1957 (Lepidoptera). Entomologische Abhandlungen, Staatliches Museum für Tierkunde, Dresden, 48: 167–181.
Hinton, H.E. 1956. The larvae of the species of Tineidae of economic importance. Bulletin of Entomological Research, 47: 251–346.
Leraut, P., 1985. Mise a jour de la liste des Tineides de la faune de France. Entomologica Gallica, 1(4): 319–325.
Petersen, G. 1957–8. Die Genitalien der paläarktischen Tineiden. Beiträge zur Entomologie, 7: 55–176, 338–380, 557–595; 8: 111–118, 398–430.
Robinson, G.S. 1979. Clothes-moths of the Tinea pellionella complex: a revision of the world's species (Lepidoptera: Tineidae). Bulletin of the British Museum (Natural History) Entomology, 38: 57–128, figs 1–103.
Zagulajev, A.K. 1960. Tineidae; part 3 - subfamily Tineinae. [In Russian.] Fauna SSSR, 78: 1–267, 231 figs, 3 pls. [Translation, 1975, New Delhi.]
Zagulajev, A.K. 1964. Tineidae; part 2 - subfamily Nemapogoninae. [In Russian.] Fauna SSSR, 86: 1–424, 385 figs, 1 pl. [Translation, 1968, Jerusalem.]
Zagulajev, A.K. 1973. Tineidae; part 4 - subfamily Scardiinae. [In Russian.] Fauna SSSR, 104: 1–126, 99 figs, 2 pls.
Zagulajev, A.K. 1975. Tineidae; part 5 - subfamily Myrmecozelinae. [In Russian.] Fauna SSSR, 108: 1–426, 319 figs, 8 pls. [Translation, 1988, New Delhi.]
Zagulajev, A.K. 1979. Tineidae; part 6 - subfamily Meessiinae. [In Russian.] Fauna SSSR, 119: 1–409.
Zagulajev A K. 1988 English translation (original 1975). Clothes Moths (Tineidae) (English translation of Nastoyaschie Moli (Tineidae)).Akademiya Nauk SSSr, Zoologicheskii Institut, New series No. 108


== External links ==",5384
Tineidae,family,artfakta.se,"Äkta malar (Tineidae) är en stor och heterogen familj och från hela världen har ungefär 3000 arter i 320 släkten hittills beskrivits. Europa har ungefär 225 arter av äkta malar och Norden har 54 inhemska arter. Släktskapsförhållandena inom familjen är inte tillfredsställande utredda, och det är möjligt att den inte utgör en monofyletisk grupp. Många äkta malar är kosmopolitiska, sprids som larver eller puppor i frukttransporter eller liknande och kan tillfälligt dyka upp i vilken världsdel som helst. Larverna lever som regel i ett spunnet rör och äter växt- och djurrester eller svampvävnad. En starkt avvikande art är svartbräkenmal Psychoides verhuella vars larv lever av ormbunkar, först som bladminerare och sedan av växtens sporer.",742
Thyrididae,family,butterfliesandmoths.org,"The Thyrididae are members of the Superfamily Thyridoidea (formerly part of the Superfamily Pyraloidea). Thyrididae are primarily distributed in the tropics and subtropics, with 760 described species and 12 species recorded in America north of Mexico. These are mostly small moths, although some tropical species are much larger. The moths of some genera are diurnal. The body is usually stout, with relatively short wings, color pattern similar on both wings, and cryptic coloration among dead leaves. The moths perch in a distinctive position, with the body raised, midlegs not touching the substrate, and the wings held outspread. Caterpillars are concealed feeders within rolled leaves or burrow in stems; some induce galls. Recorded host plants are members of 30 families.",777
Thyrididae,family,wikipedia.org,"The Thyrididae comprise the family of picture-winged leaf moths. They are the only family in the superfamily Thyridoidea, which sometimes has been included in the Pyraloidea, but this is not supported by cladistic analysis.
Most species live in the tropics and subtropics. They are colourful and often day-flying moths. There are four subfamilies. Their biology is little known. Thyridid specimens are rare in museum collections.


== Genera ==
Chrysotypus Butler, 1879
Microctenucha Warren, 1900
Aglaopus Turner, 1911


=== Charideinae ===
Amalthocera Boisduval, 1836
Arniocera Hopffer, 1857
Byblisia Walker, 1865
Cicinnocnemis Holland, 1894
Dilophura Hampson, 1918
Lamprochrysa Hampson, 1918
Marmax Rafinesque, 1815
Netrocera Felder, 1874
Toosa Walker, 1856
Trichobaptes Holland, 1894


=== Siculodinae ===
Belonoptera Herrich-Schäffer, [1858]
Bupota Whalley, 1971 
Calindoea Walker, 1863
Cecidothyris Aurivillius, 1910
Collinsa Whalley, 1964 
Cornuterus Whalley, 1971
Draconia Hübner, 1820
Epaena Karsch, 1900
Gnathodes Whalley, 1971
Hapana Whalley, 1967
Hypolamprus Hampson, 1892
Kalenga Whalley, 1971
Kuja Whalley, 1971
Lelymena Karsch, 1900
Morova Walker, 1865 
Nakawa Whalley, 1971
Nemea Whalley, 1971
Opula Walker, 1869
Pyrinioides Butler, 1881
Rhodoneura Guenée, 1858
Siculodes Guenée, 1858
Symphleps Warren, 1897
Tridesmodes Warren, 1899
Zeuzerodes Pagenstecher, 1892


=== Striglininae ===
Banisia Walker, 1863
Jamboina Whalley, 1976
Macrogonia Herrich-Schäffer, 1855
Mathoris Guenée, 1877
Monodecus Whalley, 1976
Mystina Whalley, 1976
Rhodogonia Warren, 1897
Speculina Whalley, 1976
Striglina Guneée, 1877
Tanyodes Möschler, 1882
Tristina Whalley, 1976


=== Thyridinae ===
Dysodia Clemens, 1860 (includes Platythyris)
Glanycus Walker, 1855
Pseudothyris Guérin-Méneville, 1832
Sijua Whalley, 1971
Thyris Laspeyrés, 1803


== References ==

Firefly Encyclopedia of Insects and Spiders, edited by Christopher O'Toole, ISBN 1-55297-612-2, 2002


== External links ==
TOL
ACG Page of images of Thyrididae from Area de Conservación Guanacaste, Costa Rica.
Hexeris enhydris, seagrape borer on the UF / IFAS Featured Creatures Web site",2140
Thyrididae,family,artfakta.se,,0
Tortricidae,family,butterfliesandmoths.org,"The Tortricidae family is a large and relatively homogeneous family in the Superfamily Tortricoidea, with three subfamilies that have at times been considered separate families: Chlidanotinae, Tortricinae, and Olethreutinae. There are about 9,000 described species richly distributed worldwide in 1,000 or more genera; incalculable numbers remain unnamed in tropical regions. Many Tortricids are economically important as agricultural and forestry pests. Adults are small to moderately large (wingspan 1-3.3 cm), and are typically nocturnal with cryptically colored forewings in gray, brown, rust, or tan, occasionally with colorful markings. At rest, wings are held like a flattened roof, giving the resemblance of an arrowhead. Larvae are leaf rollers, leaf tiers, or borers in roots, stems, or fruits, and most species are specialists in food plant selection, with an enormous array of plants serving as hosts.",913
Tortricidae,family,wikipedia.org,"Tortricid moths are generally small, with a wingspan of 3 cm or less. Many species are drab and have mottled and marbled brown colors, but some diurnal species are brightly colored and mimic other moths of the families Geometridae and Pyralidae.",245
Tortricidae,family,artfakta.se,,0
Saturniidae,family,butterfliesandmoths.org,"The Saturniidae are members of the Superfamily Bombycoidea. These species are medium to very large in size, and this family includes the largest moths in North America. Adults have a wingspan of 3 to 15 centimeters, relatively small heads, and densely hairy bodies. Larvae are usually very fleshy, with clumps of raised bristles. Buck moth and Io moth caterpillars have sharp, stinging hairs. Caterpillars mostly feed on leaves of trees and shrubs; some cause severe damage. Pupa develop in silken cocoons or in the soil. This family does not contain the commercial silkworm moth (Bombyx mori), which is not native to North America.",632
