taxon,level,source,description,desc_len
Cimicodes,genus,wikipedia.org,"Cimicodes is a genus of moths in the family Geometridae. It has totally 13 species.


== List of species ==
Source:

Cimicodes albicosta
Cimicodes angustipennis
Cimicodes clisthena
Cimicodes clisthenata
Cimicodes ferruginea
Cimicodes latata
Cimicodes manoaria
Cimicodes nigroliturata
Cimicodes pallicostata
Cimicodes purpurea
Cimicodes ruptimacula
Cimicodes sanguiflua
Cimicodes subapicata


== References ==
Pitkin, Brian & Jenkins, Paul (2023). ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London. doi:10.5519/s93616qw.",574
Cimicodes,genus,artfakta.se,,0
Certima,genus,butterfliesandmoths.org,,0
Certima,genus,wikipedia.org,"Certima is a genus of moths in the family Geometridae.


== References ==
Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.",210
Certima,genus,artfakta.se,,0
Apiciopsis,genus,butterfliesandmoths.org,,0
Apiciopsis,genus,wikipedia.org,"Apiciopsis is a genus of moths in the family Geometridae. Its type species is Apiciopsis obliquaria.


== References ==",119
Apiciopsis,genus,artfakta.se,,0
Semaeopus,genus,butterfliesandmoths.org,,0
Semaeopus,genus,wikipedia.org,"Semaeopus is a genus of moths in the family Geometridae erected by Gottlieb August Wilhelm Herrich-Schäffer in 1855.


== Species ==
Semaeopus argocosma
Semaeopus callichroa
Semaeopus cantona
Semaeopus castaria
Semaeopus ella
Semaeopus gracilata
Semaeopus indignaria
Semaeopus marginata
Semaeopus vincentii


== References ==

Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.",463
Semaeopus,genus,artfakta.se,,0
Smicropus,genus,butterfliesandmoths.org,,0
Smicropus,genus,wikipedia.org,"Smicropus is a genus of moths in the family Geometridae.


== References ==
Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.",212
Smicropus,genus,artfakta.se,,0
Leptostales,genus,butterfliesandmoths.org,,0
Leptostales,genus,wikipedia.org,"Leptostales is a genus of moths in the family Geometridae.


== Species ==
The genus includes the following species:


== References ==


== External links ==

Natural History Museum Lepidoptera genus database",209
Leptostales,genus,artfakta.se,,0
Crypsityla,genus,butterfliesandmoths.org,,0
Crypsityla,genus,wikipedia.org,"Crypsityla is a genus of moths in the family Geometridae erected by William Warren in 1900.


== References ==

Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.",248
Crypsityla,genus,artfakta.se,,0
Acratodes,genus,butterfliesandmoths.org,,0
Acratodes,genus,wikipedia.org,"Acratodes is a genus of moths in the family Geometridae erected by Achille Guenée in 1857. It is considered a synonym of Xystrota by some sources.


== Species ==
Acratodes phakellurata Guenée, 1857
Acratodes suavata (Hulst, 1900)
Acratodes virgotus (Schaus)


== References ==",277
Acratodes,genus,artfakta.se,,0
Tricentra,genus,butterfliesandmoths.org,,0
Tricentra,genus,wikipedia.org,"Tricentra is a genus of moths in the family Geometridae.


== Species ==


== References ==


== External links ==

Natural History Museum Lepidoptera genus database",165
Tricentra,genus,artfakta.se,,0
Ametris,genus,butterfliesandmoths.org,,0
Ametris,genus,wikipedia.org,"Ametris is a genus of moths in the family Geometridae.


== Species ==
Ametris monilaria (Fabricius, 1776)
Ametris nitocris (Cramer, 1780) – seagrape spanworm moth


== References ==
Ametris at Markku Savela's Lepidoptera and some other life forms",247
Ametris,genus,artfakta.se,,0
Proutoscia,genus,butterfliesandmoths.org,,0
Proutoscia,genus,wikipedia.org,"Proutoscia is a genus of moths in the family Geometridae.


== References ==
Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.",213
Proutoscia,genus,artfakta.se,,0
Haemalea,genus,butterfliesandmoths.org,,0
Haemalea,genus,wikipedia.org,"Haemalea is a genus of moths in the family Geometridae.


== References ==

Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.",212
Haemalea,genus,artfakta.se,,0
Ergavia,genus,butterfliesandmoths.org,,0
Ergavia,genus,wikipedia.org,"Ergavia is a genus of moths in the family Geometridae. The genus was erected by Francis Walker in 1866.


== Species ==
Ergavia benesignata (Dognin, 1906)
Ergavia borrowsi Prout, 1917
Ergavia brunnea (Schaus, 1901)
Ergavia carinenta (Cramer, 1777)
Ergavia costimaculata Prout, 1913
Ergavia divecta (Warren, 1908)
Ergavia drucei Schaus, 1901
Ergavia endoeasta Prout, 1917
Ergavia eris Prout, 1916
Ergavia exstantilinea Prout, 1932
Ergavia illineata (Warren, 1908)
Ergavia leopoldina Prout, 1932
Ergavia liraria (Guenee, 1858)
Ergavia merops (Cramer, 1775)
Ergavia obliterata Schaus, 1901
Ergavia oenobapta Prout, 1934
Ergavia piercei Prout, 1917
Ergavia roseivena Prout, 1910
Ergavia stigmaria (Walker, 1860)
Ergavia subrufa (Warren, 1897)
Ergavia venturii Prout, 1917


== References ==
Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.
Yu, Dicky Sick Ki. ""Ergavia Walker 1866"". Home of Ichneumonoidea. Taxapad. Archived from the original on February 3, 2013. Retrieved March 10, 2012.",1072
Ergavia,genus,artfakta.se,,0
Almodes,genus,butterfliesandmoths.org,,0
Almodes,genus,wikipedia.org,"Almodes is a genus of moths in the family Geometridae.


== Species ==
Almodes carinenta (Cramer, [1777])
Almodes terraria Guenée, 1857


== References ==
Almodes at Markku Savela's Lepidoptera and some other life forms",219
Almodes,genus,artfakta.se,,0
Xanthorhoe,genus,butterfliesandmoths.org,,0
Xanthorhoe,genus,wikipedia.org,"Xanthorhoe is a genus of moths of the family Geometridae described by Jacob Hübner in 1825.


== Selected species ==


== External links ==
""Xanthorhoe Hübner, 1825"". Fauna Europaea. Retrieved May 15, 2019.
De Prins, J. & De Prins, W. (2017). ""Xanthorhoe Hübner, 1825"". Afromoths. Retrieved March 24, 2018.",306
Xanthorhoe,genus,artfakta.se,,0
Orthonama,genus,butterfliesandmoths.org,,0
Orthonama,genus,wikipedia.org,"Orthonama is a genus of the geometer moth family (Geometridae). It belongs to the tribe Xanthorhoini of the ""carpet"" subfamily (Larentiinae). Nycterosea is usually included here by modern authors, but may in fact be distinct enough to warrant recognition as an independent genus. The genus was erected by Jacob Hübner in 1825.


== Selected species ==
Species of Orthonama (sensu lato) include:

Orthonama centrostrigaria (Wollaston, 1858) (= O. interruptata, O. latirupta, O. luscinata, O. mediata, O. paranensis)
Orthonama dicymanta Prout, 1929
Orthonama discataria
Orthonama evansi (McDunnough, 1920)
Orthonama flavillacea
Orthonama obstipata 	(Fabricius, 1794) – gem
Orthonama plemyrata
Orthonama quadrisecta Herbulot, 1954
Orthonama vittata (Borkhausen, 1794) – oblique carpet


== Synonyms ==
Junior synonyms of Orthonama are:

Nycterocea (lapsus)
Nycterosea Hulst, 1896 (but see above)
Nyctosia (lapsus; non Hampson, 1900: preoccupied)
Orthonoma (lapsus)
Percnoptilota Hulst, 1896
Plemyria Hübner, 1825a (non Hübner, 1825b: preoccupied)


== Footnotes ==


== References ==

Fauna Europaea (FE) (2009a): Nycterosea. Version 2.6.2, 29 August 2013. Retrieved 12 March 2017.
Fauna Europaea (FE) (2009b): Orthonama. Version 2.6.2, 29 August 2013. Retrieved 12 March 2017.
Pitkin, Brian & Jenkins, Paul (2004a): Butterflies and Moths of the World, Generic Names and their Type-species – Nycterosea. Version of 5 November 2004. Retrieved 12 May 2010.
Pitkin, Brian & Jenkins, Paul (2004b): Butterflies and Moths of the World, Generic Names and their Type-species – Orthonama. Version of 5 November 2004. Retrieved 12 May 2010.
Savela, Markku (2001): Markku Savela's Lepidoptera and some other life forms – Orthonama. Version of 14 December 2001. Retrieved 12 May 2010.",1769
Orthonama,genus,artfakta.se,,0
Disclisioprocta,genus,butterfliesandmoths.org,,0
Disclisioprocta,genus,wikipedia.org,"Disclisioprocta is a genus of moths in the family Geometridae.


== Species ==
Disclisioprocta natalata (Walker, 1862)
Disclisioprocta stellata (Guenée, 1857)


== References ==
Disclisioprocta at Markku Savela's Lepidoptera and Some Other Life Forms
Natural History Museum Lepidoptera genus database",300
Disclisioprocta,genus,artfakta.se,,0
Heterusia,genus,butterfliesandmoths.org,,0
Heterusia,genus,wikipedia.org,"Heterusia is a genus of moths in the family Geometridae first described by Jacob Hübner in 1827–31. The genus is confined to the Americas.


== Species ==


== References ==

Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.


== External links ==
""Taxonomy Browser: Heterusia"". Barcode of Life Data System. Retrieved May 10, 2019. With images.",431
Heterusia,genus,artfakta.se,,0
Triphosa,genus,butterfliesandmoths.org,,0
Triphosa,genus,wikipedia.org,"Triphosa is a genus of moths in the family Geometridae, subfamily Larentiinae. The genus was first described by Stephens in 1829. The larvae or caterpillars are commonly called meters, hence the name of the family. These species in Colombia are little known and studied, in addition to the inclusion of its high rate of species.
Some plants associated with this genus of moth are: Rhamnus (Rhamnaceae), Prunus (Rosaceae).


== Species ==
Species include:

Triphosa atrifascia Inoue, 2004
Triphosa bipectinata Barnes & McDunnough, 1917
Triphosa californiata (Packard, 1871)
Triphosa dubitata Linnaeus, 1758
Triphosa haesitata (Guenée in Boisduval & Guenée, 1858)
Triphosa lugens Bastelberger, 1909
Triphosa praesumtiosa Prout, 1941
Triphosa quasiplaga Dyar, 1913
Triphosa rantaizanensis Wileman, 1916
Triphosa rotundata Inoue, 2004
Triphosa rubrifusa Bastelberger, 1909
Triphosa sabaudiata (Duponchel, 1830)
Triphosa tritocelidata Aurivillius, 1910
Triphosa umbraria (Leech, 1891)


== References ==

Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.",1136
Triphosa,genus,artfakta.se,,0
Obila,genus,butterfliesandmoths.org,,0
Obila,genus,wikipedia.org,"Obila is a genus of moths in the family Geometridae erected by Francis Walker in 1869.


== References ==
Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.",242
Obila,genus,artfakta.se,,0
Psaliodes,genus,butterfliesandmoths.org,,0
Psaliodes,genus,wikipedia.org,"Psaliodes is a genus of moths in the family Geometridae. The genus was erected by Achille Guenée in 1857.


== Species ==


== References ==",140
Psaliodes,genus,artfakta.se,,0
Macrotes,genus,butterfliesandmoths.org,,0
Macrotes,genus,wikipedia.org,"Macrotes is a genus of moths in the family Geometridae.


== References ==
Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.",211
Macrotes,genus,artfakta.se,,0
Cyclophora,genus,butterfliesandmoths.org,,0
Cyclophora,genus,wikipedia.org,,0
Cyclophora,genus,artfakta.se,,0
Hemipterodes,genus,butterfliesandmoths.org,,0
Hemipterodes,genus,wikipedia.org,"Hemipterodes is a genus of moths in the family Geometridae.


== References ==
Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.",215
Hemipterodes,genus,artfakta.se,,0
Cyllopoda,genus,butterfliesandmoths.org,,0
Cyllopoda,genus,wikipedia.org,Species of this genus have an aposematic color pattern. They are involved in an extensive mimicry complex with other moths of the tribe Cyllopodini and other Geometridae. These day-flying moths are usually very bright with black bands on a yellow or white background.,267
Cyllopoda,genus,artfakta.se,,0
Atyria,genus,butterfliesandmoths.org,,0
Atyria,genus,wikipedia.org,"Atyria is a genus of moths in the family Geometridae.


== Species ==
Atyria albifrons Prout, 1916
Atyria alcidamea (Druce, 1890)
Atyria allogaster (Prout, 1918)
Atyria basina (Boisduval, 1870)
Atyria centralis (Dognin, 1911)
Atyria chibcha (Schaus, 1892)
Atyria circumdata (Maassen, 1890)
Atyria commoda Prout, 1938
Atyria compensata (Dognin, 1906)
Atyria dichroa (Perty, 1833)
Atyria dichroides Prout, 1916
Atyria dubia (Schaus, 1892)
Atyria durnfordi (Druce, 1899)
Atyria fumosa Kohler, 1924
Atyria gracillima (Warren, 1907)
Atyria isis Hübner, 1823
Atyria lemonia (Druce, 1890)
Atyria limbata (Butler, 1873)
Atyria matutina (Walker, 1865)
Atyria mnemosyne Prout, 1916
Atyria nanipennis (Warren, 1900)
Atyria portis Prout, 1938
Atyria quadriradiata (Weymer, 1901)
Atyria quicha (Schaus, 1892)
Atyria sciaulax Prout, 1938
Atyria stenochora (Prout, 1918)
Atyria subdichroa Dognin, 1900
Atyria triradiata Prout, 1938
Atyria velata (Druce, 1885)
Atyria vespertina (Walker, [1865])
Atyria volumnia (Druce, 1899)


== References ==
Atyria at Markku Savela's Lepidoptera and Some Other Life Forms",1092
Atyria,genus,artfakta.se,,0
Trygodes,genus,butterfliesandmoths.org,,0
Trygodes,genus,wikipedia.org,"Palpi slender and reaching just beyond the frons. Antennae of male ciliated. Hindlegs much reduced, tibia dilated with a large tuft of long hair from base and without spurs. Abdomen with lateral tufts of hair towards extremity. Forewings with vein 3 from angle of cell and vein 5 from somewhat above middle of discocellulars. Veins 7, 8, 9 and 10 stalked, and vein 11 anastomosing (fusing) slightly with them to form the areole. Hindwings with vein 3 from angle of cell. Vein 5 from somewhat above middle of discocellulars.",523
Trygodes,genus,artfakta.se,,0
Pleuroprucha,genus,butterfliesandmoths.org,,0
Pleuroprucha,genus,wikipedia.org,"Pleuroprucha is a genus of moths in the family Geometridae first described by Heinrich Benno Möschler in 1890.


== Species ==
Pleuroprucha asthenaria (Walker, 1861)
Pleuroprucha insulsaria (Guenée, 1857)


== References ==

Pitkin, Brian & Jenkins, Paul (November 5, 2004). ""Pleuroprucha Möschler, 1890"". Butterflies and Moths of the World. Natural History Museum, London. Retrieved January 15, 2021.",401
Pleuroprucha,genus,artfakta.se,,0
Dithecodes,genus,butterfliesandmoths.org,,0
Dithecodes,genus,wikipedia.org,"Dithecodes is a genus in the family Geometridae. Its type species, Dithecodes erasa, is found in Japan. Both the genus and species were first described by Warren in 1900.


== Species ==
Dithecodes erasa Warren, 1900 (Japan)
Dithecodes brunneifrons (Hampson, 1909)
Dithecodes delicata  (Warren, 1899)
Dithecodes ornithospila (Prout L. B., 1911)
Dithecodes purpuraria Joannis, 1932


== References ==

www.afromoths.net
Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.",555
Dithecodes,genus,artfakta.se,,0
Antipastis,genus,butterfliesandmoths.org,,0
Antipastis,genus,wikipedia.org,,0
Antipastis,genus,artfakta.se,,0
Cotaena,genus,butterfliesandmoths.org,,0
Cotaena,genus,wikipedia.org,"Cotaena is a genus of sedge moths originally described by Francis Walker in 1865.


== Taxonomy ==
The genus was originally described in the Aegeriidae (=Sesiidae), transferred to the Heliodinidae by Edward Meyrick, to the Schreckensteiniidae by Thomas Bainbrigge Fletcher, to the Heliodinidae by Clas Michael Naumann and finally to the Glyphipterigidae by John B. Heppner and W. Donald Duckworth.


== Species ==
Cotaena magnifica Sohn & Heppner, 2015 (from Brazil)
Cotaena mediana Walker, 1864 (Amazon basin)
Cotaena plenella (Busck, 1914) (from Panama)
Cotaena phlegyropa (Meyrick, 1915) (from Guyana and French Guiana)
Cotaena tchalla Sohn & Heppner, 2015 (from Brazil)


== References ==

Sohn & Heppner, 2015. Two new Species of Cotaena Walker (Lepidoptera: Glyphipterigidae) from Brazil. Tropical Lepidoptera Research, 25(1): 5-7, 2015 


== External links ==
Cotaena mediana at Zipcodezoo.com",900
Cotaena,genus,artfakta.se,,0
Tricentrogyna,genus,butterfliesandmoths.org,,0
Tricentrogyna,genus,wikipedia.org,"Tricentrogyna is a genus of moths in the family Geometridae.


== References ==
Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.",216
Tricentrogyna,genus,artfakta.se,,0
Ptychamalia,genus,butterfliesandmoths.org,,0
Ptychamalia,genus,wikipedia.org,"Ptychamalia is a monotypic moth genus in the family Geometridae described by Prout in 1932. Its only species, Ptychamalia dorneraria, was first described by William Barnes and James Halliday McDunnough in 1913. It is found in North America.
The MONA or Hodges number for Ptychamalia dorneraria is 7131.


== References ==


== Further reading ==",345
Ptychamalia,genus,artfakta.se,,0
Lophosis,genus,butterfliesandmoths.org,,0
Lophosis,genus,wikipedia.org,"Lophosis is a monotypic geometrid moth genus (family Geometridae). Its only species, Lophosis labeculata, the stained lophosis, is found in North America. Both the genus and species were first described by George Duryea Hulst, the genus in 1896 and the species in 1887.


== References ==


== Further reading ==",312
Lophosis,genus,artfakta.se,,0
Lophochorista,genus,butterfliesandmoths.org,,0
Lophochorista,genus,wikipedia.org,"Lophochorista is a genus of moths in the family Geometridae.


== References ==
Pitkin, Brian & Jenkins, Paul (2023). ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London. doi:10.5519/s93616qw.",245
Lophochorista,genus,artfakta.se,,0
Lobocleta,genus,butterfliesandmoths.org,,0
Lobocleta,genus,wikipedia.org,"Lobocleta is a genus of moths in the family Geometridae erected by Warren in 1906.


== Species ==
The genus includes the following species:


== References ==

Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.",297
Lobocleta,genus,artfakta.se,,0
Glyphipterix,genus,butterfliesandmoths.org,,0
Glyphipterix,genus,wikipedia.org,"Glyphipterix is a genus of sedge moths. It was described by Jacob Hübner in 1825.


== Species ==


== Selected former species ==
Glyphipterix plenella


== References ==

Arita, 1983. Six New Species of Glyphipterix HUBNER (Lepidoptera, Glyphipterigidae) from Thailand.


== External links ==

Glyphipterix at Global Species Archived 2016-03-05 at the Wayback Machine
Glyphipterix at Afromoths)
Australian Glyphipterix",419
Glyphipterix,genus,artfakta.se,"Fjärilarna i släktet Glyphipterix är små med ett ving­spann på 6–13 mm. I framvingens ytterkant finns hos de flesta arter ett mer eller mindre iögonfallande hack, och utmed fram- och bakkanten finns vita, kortare eller längre streck (hakar).
Många av arterna är så lika varandra att under­sökning av genitalierna krävs för säker artbestäm­ning. Även genitalierna hos de olika arterna är mycket snarlika, och därför är det viktigt att genitalprepareringen sker på ett likvärdigt sätt så att detaljerna blir jämförbara.",517
Eucosmophora,genus,butterfliesandmoths.org,,0
Eucosmophora,genus,wikipedia.org,"Eucosmophora is a genus of moths in the family Gracillariidae.


== Species ==
Eucosmophora aspila Davis & Wagner, 2005
Eucosmophora atlantis (Meyrick, 1924)
Eucosmophora chrysocosma (Meyrick, 1915)
Eucosmophora dives Walsingham, 1897
Eucosmophora echinulata Davis & Wagner, 2005
Eucosmophora eclampsis (Durrant, 1914)
Eucosmophora eurychalca (Meyrick, 1920)
Eucosmophora ingae Davis & Wagner, 2005
Eucosmophora manilkarae Davis & Wagner, 2005
Eucosmophora melanactis (Meyrick, 1915)
Eucosmophora paraguayensis Davis & Wagner, 2005
Eucosmophora pithecollobiae Davis & Wagner, 2005
Eucosmophora pouteriae Davis & Wagner, 2005
Eucosmophora prolata Davis & Wagner, 2005
Eucosmophora schinusivora D.R. Davis & Wheeler, 2011
Eucosmophora sideroxylonella Busck, 1900
Eucosmophora trimetalla (Meyrick, 1915) 


== External links ==
Global Taxonomic Database of Gracillariidae (Lepidoptera)",882
Eucosmophora,genus,artfakta.se,,0
Phyllocnistis,genus,butterfliesandmoths.org,,0
Phyllocnistis,genus,wikipedia.org,"Phyllocnistis is a genus of moths in the family Gracillariidae.


== Description ==


=== Adult ===
Adults of the genus Phyllocnistis are very small moths with wingspans generally not exceeding 5 mm. Both fore- and hindwings are lanceolate and predominantly white. The forewings are marked with yellow to orange, longitudinal and oblique striae, often bordered by gray or black. A few species are known to possess much darker or strikingly color patterns. The compound eyes of Phyllocnistis are reduced, with an interocular index (vertical eye diameter/minimum interocular distance) of approximately 0.9. The maxillary palpi are the most reduced among Gracillariidae, being barely evident as vestigial, non-segmented lobes at the base of the elongate proboscis. The wing venation is also reduced.


=== Larvae ===
The larvae of Phyllocnistis are among the most specialized Lepidoptera. Four instars appear to be the norm, with the first three instars possessing a sapfeeding morphology and behavior. Sapfeeding instars create a long serpentine, subepidermal mine on either the upper or lower surfaces of the host leaf. A few species also form subepidermal mines on stems and various fruits, including avocado. A characteristic, median frass trail extends the length of the mine, usually as a dark, unbroken line. The fourth instar is a highly specialized, apodal, non-feeding instar whose primary function is to spin the cocoon, at the mine terminus, prior to pupation.


=== Pupae ===
In contrast to the conservative morphology of the larval and adult stages, the pupae of Phyllocnistis are structurally diverse, particularly with regard to the development of the frontal process (cocoon-cutter) of the head. In addition, the mid-dorsal areas of abdominal terga 3–7 possess a mostly symmetrical cluster of recurved spines that frequently differ in their arrangement and form among species.


== Ecology ==
Phyllocnistis can be found on many host plants, and have been noted on plants from at least 20 families. One well-known species is the citrus leafminer (Phyllocnistis citrella), a pest of plants in the family Rutaceae, especially citrus.


== Species ==
As of 2012, about 126 Phyllocnistis species have been described. This is probably a fraction of the true diversity of the genus, especially in the tropics, where there may be hundreds of species yet to be collected.


== References ==

 This article incorporates text available under the CC BY 1.0 license.


== External links ==

Global Taxonomic Database of Gracillariidae (Lepidoptera)",2549
Phyllocnistis,genus,artfakta.se,"Arterna i släktet Phyllocnistis är små, vita och smalvingade. Släktet har en världsvid utbredning och omfattar ungefär 90 beskrivna arter, men eftersom det inte har genomgått någon taxonomisk revision är osäkerheten beträffande det verkliga artantalet stor. Sannolikt bör många arter synonymiseras, och somliga arter tillhör troligen andra släkten.",348
Neurostrota,genus,butterfliesandmoths.org,,0
Neurostrota,genus,wikipedia.org,"Neurostrota is a genus of moths in the family Gracillariidae.


== Species ==
Neurostrota brunnea Landry, 2006
Neurostrota cupreella (Walsingham, 1897)
Neurostrota gunniella (Busck, 1906)
Neurostrota magnifica Landry, 2006
Neurostrota pithecolobiella Busck, [1934]


== External links ==
Global Taxonomic Database of Gracillariidae (Lepidoptera)",345
Neurostrota,genus,artfakta.se,,0
Macrosaccus,genus,butterfliesandmoths.org,,0
Macrosaccus,genus,wikipedia.org,"Macrosaccus is a genus of moths in the family Gracillariidae.


== Etymology ==
The generic name is derived from the ancient Greek μακρο- (meaning long) and σάκκος (meaning bag) in reference to the elongate saccus in the male genitalia.


== Species ==
There are six species currently recognized:

Macrosaccus coursetiae Eiseman & Davis, 2017
Macrosaccus gliricidius Davis, 2011
Macrosaccus morrisella (Fitch, 1859)
Macrosaccus neomexicanus Davis, 2011
Macrosaccus robiniella (Clemens, 1859)
Macrosaccus uhlerella (Fitch, 1859)


== References ==",546
Macrosaccus,genus,artfakta.se,,0
Chileoptilia,genus,butterfliesandmoths.org,,0
Chileoptilia,genus,wikipedia.org,"Chileoptilia yaroella is a moth of the family Gracillariidae. It is known from Chile.
The larvae feed on Acacia macrantha.


== References ==",141
Chileoptilia,genus,artfakta.se,,0
Caloptilia,genus,butterfliesandmoths.org,,0
Caloptilia,genus,wikipedia.org,"Caloptilia is a genus of moths in the family Gracillariidae.


== Species ==


== References ==


== External links ==
http://www.gracillariidae.net - Global Taxonomic Database of Gracillariidae (Lepidoptera)",208
Caloptilia,genus,artfakta.se,"Släktet Caloptilia omfattar ungefär 315 arter som är spridda över alla världsdelar. I Europa finns 24 arter, och i Norden har man hittills upptäckt 14 arter.
Bland de nordiska arterna finns fyra par dubbel­arter, som inte med säkerhet kan särskiljas på det yttre utseendet. En av dem, azaleastyltmal Caloptilia azaleella, förekommer inte naturligt i Norden, men då och då följer ägg, larver eller puppor med obesprutade azaleor som säljs i handelsträdgårdar.
Släktet kännetecknas bl.a. av smala, jämnbreda framvingar och mycket smala bakvingar med långa fransar. Vilande fjärilar håller främre delen av kroppen högt upplyft med fram- och mellanbenen som styltor.",662
Idaea,genus,butterfliesandmoths.org,,0
Idaea,genus,wikipedia.org,"Apollodorus, Apollodorus, The Library, with an English Translation by Sir James George Frazer, F.B.A., F.R.S. in 2 Volumes, Cambridge, Massachusetts, Harvard University Press, London, William Heinemann Ltd. 1921. ISBN 0-674-99135-4. Online version at the Perseus Digital Library.
Clementine Recognitions, translated by Thomas Smith, in Ante-Nicene Christian Library: Translations of the Writings of the Fathers down to A.D. 325. Editied by Alexander Roberts, and James Donaldson, Vol III. Tatian, Theophilus, and The Clementine Recognitions. T. and T, Clark, Edinburgh 1867. Online version at Wikisource.
Diodorus Siculus, Diodorus Siculus: The Library of History. translated by C. H. Oldfather, twelve volumes, Loeb Classical Library, Cambridge, Massachusetts: Harvard University Press; London: William Heinemann, Ltd. 1989. Online version by Bill Thayer.
Euripides, Orestes, translated by E. P. Coleridge in The Complete Greek Drama, edited by Whitney J. Oates and Eugene O'Neill, Jr. Volume 1. New York. Random House. 1938. Online version at the Perseus Digital Library.
Grimal, Pierre, The Dictionary of Classical Mythology, Wiley-Blackwell, 1996. ISBN 978-0-631-20102-1. Internet Archive.
Parada, Carlos, Genealogical Guide to Greek Mythology, Jonsered, Paul Åströms Förlag, 1993. ISBN 978-91-7081-062-6.
Pausanias, Description of Greece with an English Translation by W.H.S. Jones, Litt.D., and H.A. Ormerod, M.A., in 4 Volumes. Cambridge, Massachusetts, Harvard University Press; London, William Heinemann Ltd. 1918. Online version at the Perseus Digital Library.
Smith, William, Dictionary of Greek and Roman Biography and Mythology, London (1873). Online version at the Perseus Digital Library.
Stephanus of Byzantium, Stephani Byzantii Ethnica: Volumes III: Κ-O, edited by Margarethe Billerbeck, contributions by Giuseppe Lentini and Arlette Neumann-Hartmann, De Gruyter, Berlin and Boston, 2014. ISBN 978-3-11-021963-0. Internet Archive.
Strabo, Geography, translated by Horace Leonard Jones; Cambridge, Massachusetts: Harvard University Press; London: William Heinemann, Ltd. (1924). LacusCurtis, Online version at the Perseus Digital Library, Books 6–14.
Tripp, Edward, Crowell's Handbook of Classical Mythology, Thomas Y. Crowell Co; First edition (June 1970). ISBN 069022608X.
Virgil, Aeneid  [books 7–12], in Aeneid: Books 7-12. Appendix Vergiliana, translated by H. Rushton Fairclough, revised by G. P. Goold, Loeb Classical Library No. 64, Cambridge, Massachusetts, Harvard University Press, 2000. ISBN 978-0-674-99586-4. Online version at Harvard University Press.
Walde, Christine, s.v. Idaea 1, in Brill’s New Pauly Online, Antiquity volumes edited by: Hubert Cancik and, Helmuth Schneider, English Edition by: Christine F. Salazar, Classical Tradition volumes edited by: Manfred Landfester, English Edition by: Francis G. Gentry, published online: 2006.
Zingg, Reto, s.vv. Idaea 2, 3, 4, in Brill’s New Pauly Online, Antiquity volumes edited by: Hubert Cancik and, Helmuth Schneider, English Edition by: Christine F. Salazar, Classical Tradition volumes edited by: Manfred Landfester, English Edition by: Francis G. Gentry, published online: 2006.",3169
Idaea,genus,artfakta.se,,0
Euacidalia,genus,butterfliesandmoths.org,,0
Euacidalia,genus,wikipedia.org,"Euacidalia is a genus of moths in the family Geometridae described by Packard in 1873.


== Species ==
Euacidalia angusta (Warren, 1906)
Euacidalia brownsvillea Cassino, 1931
Euacidalia certissa (Druce, 1893)
Euacidalia externata (Walker, 1863)
Euacidalia nigridaria Cassino, 1931
Euacidalia nitipennis Dyar, 1916
Euacidalia orbelia (Druce, 1893)
Euacidalia oroandes (Druce, 1893)
Euacidalia puerta Cassino, 1931
Euacidalia quakerata Cassino, 1931
Euacidalia rosea (Warren, 1897)
Euacidalia sericearia Packard, 1873


== References ==

Pitkin, Brian & Jenkins, Paul. ""Search results Family: Geometridae"". Butterflies and Moths of the World. Natural History Museum, London.",672
Euacidalia,genus,artfakta.se,,0
Arcobara,genus,butterfliesandmoths.org,,0
